"Duration","Distance","Latitude","Longitude","AltitudeOriginal","AltitudeCorrected","OriginalPace","HeartRate","Cadence","PowerCalculated",
"0","0","43.682963","-79.301983","127","126","837","","85","221",
"1","0","43.682968","-79.301993","127","126","797","","85","223",
"1","0","43.682979","-79.302004","127","126","275","105","85","224",
"1","0.00364","43.68299","-79.302015","127","126","275","105","85","225",
"1","0.00727","43.683001","-79.302025","127","126","798","105","84","224",
"1","0.01044","43.683011","-79.302025","127","126","775","106","84","224",
"1","0.01302","43.683027","-79.302036","127","126","752","107","84","225",
"1","0.0156","43.683038","-79.302047","127","126","732","108","84","227",
"1","0.01817","43.683049","-79.302058","127","126","713","109","83","227",
"1","0.02075","43.683065","-79.302068","127","126","694","110","83","226",
"1","0.02345","43.683076","-79.302079","127","126","684","111","83","225",
"1","0.02639","43.683086","-79.30209","127","126","674","112","83","224",
"1","0.02934","43.683097","-79.302101","127","126","659","113","84","223",
"1","0.03152","43.683108","-79.302111","127","126","633","114","84","223",
"1","0.03348","43.683119","-79.302133","127","126","609","116","85","225",
"1","0.03558","43.683124","-79.302143","127","126","547","117","85","225",
"1","0.03825","43.683129","-79.302165","127","126","488","118","86","226",
"1","0.04092","43.683129","-79.302186","127","126","455","119","86","236",
"1","0.04339","43.683129","-79.302208","127","126","481","120","86","244",
"1","0.04574","43.683129","-79.302229","127","126","509","121","86","236",
"1","0.04813","43.683129","-79.302251","127","126","522","122","86","228",
"1","0.05078","43.683129","-79.302272","127","126","525","123","85","222",
"1","0.05343","43.683135","-79.302294","127","126","527","124","85","219",
"1","0.05587","43.683135","-79.302315","127","126","528","125","85","216",
"1","0.05812","43.68314","-79.302337","127","126","529","125","84","213",
"1","0.06038","43.683145","-79.302369","127","126","514","126","84","210",
"1","0.06264","43.683151","-79.30239","127","126","487","127","84","207",
"1","0.0649","43.683151","-79.302422","127","126","463","128","85","203",
"1","0.06734","43.683145","-79.302455","127","126","457","129","85","199",
"1","0.07003","43.683135","-79.302487","127","126","451","130","85","200",
"1","0.07271","43.683129","-79.302519","127","126","448","130","85","201",
"1","0.0754","43.683119","-79.302551","127","126","446","130","86","201",
"1","0.07809","43.683119","-79.302583","127","126","445","130","85","198",
"1","0.08039","43.683113","-79.302616","127","126","451","130","83","194",
"1","0.08177","43.683119","-79.302648","127","126","458","130","81","192",
"1","0.08315","43.683129","-79.302669","127","126","464","130","79","190",
"1","0.08481","43.683145","-79.30268","127","126","468","130","78","187",
"1","0.08656","43.683161","-79.302701","127","126","471","130","76","182",
"1","0.08832","43.683178","-79.302701","127","126","475","130","74","178",
"1","0.09008","43.683194","-79.302712","127","126","480","131","73","176",
"1","0.09185","43.68321","-79.302712","127","126","484","131","73","175",
"1","0.09363","43.683231","-79.302712","127","126","488","132","73","174",
"1","0.09542","43.683247","-79.302712","127","126","493","132","73","173",
"1","0.09725","43.683263","-79.302701","127","126","494","133","73","172",
"1","0.09965","43.683279","-79.302701","127","126","494","133","73","172",
"1","0.10204","43.683296","-79.302691","127","127","495","133","73","171",
"1","0.10406","43.683312","-79.302691","127","127","499","133","74","170",
"1","0.10572","43.683328","-79.302691","127","127","503","133","75","168",
"1","0.10738","43.683344","-79.302691","127","127","506","133","76","166",
"1","0.10911","43.683365","-79.30268","127","127","509","133","77","164",
"1","0.11085","43.683376","-79.302669","127","127","512","133","79","165",
"1","0.11242","43.683392","-79.302658","127","127","520","133","80","166",
"1","0.11373","43.683403","-79.302637","127","127","529","133","81","168",
"1","0.11505","43.683408","-79.302626","127","127","533","133","82","169",
"1","0.11684","43.683414","-79.302605","127","127","530","133","83","171",
"1","0.11873","43.683419","-79.302583","127","127","527","132","83","173",
"1","0.12066","43.68343","-79.302551","127","127","524","132","84","176",
"1","0.1227","43.683435","-79.30253","127","127","521","132","84","179",
"1","0.12473","43.68344","-79.302508","127","127","517","132","85","183",
"1","0.12703","43.68344","-79.302487","127","127","514","132","86","185",
"1","0.12943","43.683446","-79.302465","127","127","511","132","85","185",
"1","0.13177","43.683451","-79.302433","127","127","508","132","84","185",
"1","0.13381","43.683456","-79.302412","127","127","506","132","83","185",
"1","0.13584","43.683456","-79.30239","127","127","505","133","82","187",
"1","0.13762","43.683462","-79.302369","127","127","507","134","81","189",
"1","0.13924","43.683467","-79.302337","127","127","509","134","80","190",
"1","0.14089","43.683473","-79.302315","127","127","509","135","79","191",
"1","0.14294","43.683478","-79.302294","127","127","507","135","80","192",
"1","0.14499","43.683483","-79.302272","127","127","505","135","81","195",
"1","0.14729","43.683494","-79.30224","127","127","491","136","82","198",
"1","0.14984","43.683499","-79.302219","127","127","477","136","84","200",
"1","0.15238","43.68351","-79.302197","127","127","471","136","85","201",
"1","0.15506","43.683515","-79.302176","127","127","471","136","86","202",
"1","0.15775","43.683526","-79.302143","127","127","470","136","88","203",
"1","0.16031","43.683532","-79.302122","127","127","467","136","88","203",
"1","0.16265","43.683537","-79.30209","127","127","464","135","87","202",
"1","0.16499","43.683548","-79.302068","127","127","462","135","86","201",
"1","0.16719","43.683553","-79.302047","127","127","461","135","85","200",
"1","0.16937","43.683564","-79.302015","127","127","460","135","84","200",
"1","0.17151","43.683569","-79.301993","127","127","461","135","83","200",
"1","0.17352","43.683574","-79.301961","127","127","464","135","82","200",
"1","0.17553","43.68358","-79.30194","127","127","466","135","82","200",
"1","0.17757","43.683585","-79.301918","127","127","466","135","83","201",
"1","0.17962","43.683591","-79.301886","127","127","466","135","83","201",
"1","0.18171","43.683596","-79.301865","127","127","467","136","84","202",
"1","0.18401","43.683601","-79.301832","127","127","468","136","84","202",
"1","0.18631","43.683607","-79.301811","127","127","469","136","85","203",
"1","0.18848","43.683612","-79.301789","127","127","469","136","85","202",
"1","0.19055","43.683617","-79.301757","127","127","469","137","85","199",
"1","0.19263","43.683617","-79.301736","127","127","469","137","85","196",
"1","0.19465","43.683623","-79.301704","127","128","468","137","85","195",
"1","0.19667","43.683628","-79.301682","127","128","468","137","85","196",
"1","0.19867","43.683634","-79.301661","127","128","469","137","85","196",
"1","0.20064","43.683639","-79.301628","127","128","470","137","84","196",
"1","0.2026","43.683644","-79.301607","127","128","471","136","84","196",
"1","0.20436","43.68365","-79.301586","127","128","473","136","84","197",
"1","0.2061","43.68365","-79.301553","127","128","475","136","84","197",
"1","0.20799","43.683655","-79.301532","127","128","474","136","84","198",
"1","0.21017","43.683655","-79.30151","127","128","474","136","84","197",
"1","0.21235","43.683655","-79.301478","127","128","472","135","84","197",
"1","0.21484","43.68366","-79.301457","127","128","468","135","84","196",
"1","0.21741","43.683666","-79.301435","127","128","464","135","84","196",
"1","0.21979","43.683671","-79.301403","127","128","466","134","83","195",
"1","0.22159","43.683676","-79.301382","127","128","469","134","83","193",
"1","0.22339","43.683682","-79.30136","127","128","471","134","83","191",
"1","0.22563","43.683693","-79.301339","127","128","469","134","83","190",
"1","0.22807","43.683703","-79.301317","127","128","467","135","82","191",
"1","0.23049","43.683709","-79.301285","127","128","466","135","82","192",
"1","0.23264","43.683719","-79.301264","127","128","466","136","82","193",
"1","0.23479","43.68373","-79.301242","127","128","466","136","82","194",
"1","0.23699","43.683741","-79.301221","127","128","466","137","83","195",
"1","0.23921","43.683746","-79.301199","127","128","466","137","83","197",
"1","0.24142","43.683757","-79.301178","127","128","468","137","84","199",
"1","0.24318","43.683762","-79.301146","127","128","471","137","84","200",
"1","0.24493","43.683773","-79.301124","127","128","474","137","85","199",
"1","0.24688","43.683778","-79.301103","127","128","476","137","86","199",
"1","0.24906","43.683784","-79.301081","127","128","478","137","86","200",
"1","0.25124","43.683789","-79.301049","127","128","481","137","85","201",
"1","0.25284","43.683794","-79.301028","127","128","487","138","84","201",
"1","0.25436","43.6838","-79.301006","127","128","492","138","84","204",
"1","0.25613","43.683805","-79.300985","127","128","491","138","83","206",
"1","0.25838","43.683811","-79.300963","127","128","488","138","83","204",
"1","0.26064","43.683816","-79.300931","127","128","486","138","82","201",
"1","0.26287","43.683821","-79.30091","127","128","485","139","81","199",
"1","0.2651","43.683827","-79.300888","127","128","484","139","79","196",
"1","0.26733","43.683832","-79.300856","127","128","481","139","77","194",
"1","0.26957","43.683843","-79.300835","127","128","479","139","75","194",
"1","0.27181","43.683848","-79.300813","127","128","476","139","73","193",
"1","0.27394","43.683859","-79.300792","127","128","473","139","71","193",
"1","0.27601","43.683864","-79.30077","127","128","469","140","70","194",
"1","0.27814","43.683875","-79.300738","127","128","469","140","70","195",
"1","0.28082","43.68388","-79.300717","127","128","469","141","71","196",
"1","0.2835","43.683886","-79.300684","127","128","469","141","73","197",
"1","0.28608","43.683896","-79.300663","127","128","465","141","75","197",
"1","0.28858","43.683902","-79.300641","127","128","460","140","77","199",
"1","0.29108","43.683912","-79.30062","127","129","462","140","79","201",
"1","0.29272","43.683918","-79.300588","127","129","468","140","81","202",
"1","0.29435","43.683929","-79.300566","127","129","475","139","82","201",
"1","0.29598","43.683934","-79.300545","127","129","482","139","83","200",
"1","0.2976","43.683939","-79.300513","127","129","488","139","83","200",
"1","0.29922","43.683945","-79.300491","127","129","491","139","84","200",
"1","0.30131","43.68395","-79.30047","127","129","488","138","84","200",
"1","0.30346","43.683955","-79.300448","127","129","485","138","85","200",
"1","0.30558","43.683961","-79.300416","127","129","486","138","86","199",
"1","0.3076","43.683961","-79.300395","127","129","488","138","86","199",
"1","0.30962","43.683961","-79.300362","127","129","487","139","85","199",
"1","0.31197","43.683961","-79.300341","127","129","483","139","84","198",
"1","0.31443","43.683966","-79.30032","127","129","479","139","84","194",
"1","0.31681","43.683966","-79.300287","127","129","477","139","83","191",
"1","0.31891","43.683971","-79.300266","127","129","476","139","83","188",
"1","0.32101","43.683977","-79.300244","127","130","474","139","82","185",
"1","0.32308","43.683977","-79.300212","127","130","475","139","82","184",
"1","0.32514","43.683982","-79.300191","127","130","475","139","83","187",
"1","0.32722","43.683988","-79.300159","127","130","474","139","83","190",
"1","0.32956","43.683993","-79.300137","127","130","471","139","84","192",
"1","0.3319","43.683998","-79.300105","127","130","469","139","84","194",
"1","0.33414","43.683998","-79.300084","127","130","469","140","85","196",
"1","0.3363","43.684004","-79.300062","127","130","469","140","86","196",
"1","0.33845","43.684009","-79.30003","127","130","471","141","86","196",
"1","0.34058","43.68402","-79.300008","127","130","472","141","85","196",
"1","0.34271","43.684025","-79.299987","127","130","474","141","84","196",
"1","0.34465","43.68403","-79.299955","127","130","479","141","84","197",
"1","0.3463","43.684036","-79.299933","127","130","484","142","83","195",
"1","0.34796","43.684041","-79.299912","127","130","486","142","82","193",
"1","0.34978","43.684047","-79.29988","127","130","485","142","82","192",
"1","0.35163","43.684047","-79.299858","127","130","484","142","81","192",
"1","0.35369","43.684052","-79.299837","127","130","481","142","81","193",
"1","0.35626","43.684052","-79.299805","127","130","477","142","82","195",
"1","0.35883","43.684057","-79.299783","127","130","474","142","82","197",
"1","0.3611","43.684057","-79.299751","127","130","473","142","82","199",
"1","0.36325","43.684057","-79.299729","127","130","473","142","82","200",
"1","0.3654","43.684063","-79.299697","127","130","474","142","82","201",
"1","0.3675","43.684063","-79.299676","127","130","476","142","82","200",
"1","0.36961","43.684068","-79.299644","127","130","476","142","82","199",
"1","0.37175","43.684073","-79.299622","127","130","474","142","82","198",
"1","0.37393","43.684079","-79.299601","127","130","472","143","82","197",
"1","0.37609","43.684089","-79.299569","127","130","473","143","82","197",
"1","0.37791","43.684095","-79.299547","127","130","474","143","82","197",
"1","0.37973","43.684106","-79.299526","127","130","476","143","82","199",
"1","0.3818","43.684116","-79.299504","127","130","473","144","82","201",
"1","0.38411","43.684122","-79.299483","127","130","471","144","83","203",
"1","0.38642","43.684132","-79.299451","127","130","468","144","83","204",
"1","0.38902","43.684138","-79.299429","127","130","463","144","84","205",
"1","0.39164","43.684148","-79.299408","127","130","458","144","84","204",
"1","0.3943","43.684154","-79.299375","127","130","456","144","85","204",
"1","0.39702","43.684165","-79.299354","127","130","454","144","86","204",
"1","0.39975","43.68417","-79.299322","127","130","453","145","86","204",
"1","0.40176","43.684181","-79.2993","127","130","455","145","85","205",
"1","0.40362","43.684186","-79.299279","127","130","457","146","84","206",
"1","0.40553","43.684191","-79.299247","127","130","459","146","84","207",
"1","0.40754","43.684191","-79.299214","127","130","460","147","83","207",
"1","0.40955","43.684197","-79.299193","127","130","461","147","83","207",
"1","0.4117","43.684202","-79.299161","127","130","461","148","82","208",
"1","0.41392","43.684207","-79.299139","127","130","461","148","82","211",
"1","0.41614","43.684213","-79.299107","126","130","459","148","82","213",
"1","0.41846","43.684224","-79.299086","126","130","456","148","82","213",
"1","0.42077","43.684229","-79.299054","126","130","454","148","82","212",
"1","0.42317","43.684234","-79.299032","126","130","452","149","82","210",
"1","0.42563","43.684234","-79.299","126","130","450","149","82","209",
"1","0.42808","43.68424","-79.298978","126","130","449","149","82","208",
"1","0.43044","43.68424","-79.298946","126","130","448","149","82","206",
"1","0.43279","43.68424","-79.298914","126","130","448","149","82","203",
"1","0.43523","43.68424","-79.298893","126","130","445","149","83","200",
"1","0.43774","43.684234","-79.29886","126","130","443","149","83","199",
"1","0.44026","43.684234","-79.298828","126","130","442","148","83","199",
"1","0.44255","43.68424","-79.298807","126","130","442","148","84","199",
"1","0.44482","43.68424","-79.298775","126","130","442","148","84","200",
"1","0.44725","43.684245","-79.298742","126","130","441","148","84","201",
"1","0.44994","43.684256","-79.298721","126","130","439","148","84","200",
"1","0.45263","43.684261","-79.298689","126","130","438","149","84","199",
"1","0.45475","43.684267","-79.298667","126","130","438","149","84","199",
"1","0.45672","43.684277","-79.298635","126","130","438","149","84","201",
"1","0.45879","43.684283","-79.298614","126","130","440","149","83","203",
"1","0.46115","43.684288","-79.298581","126","130","442","150","83","202",
"1","0.4635","43.684299","-79.29856","126","130","443","150","82","200",
"1","0.46557","43.684304","-79.298528","126","130","446","150","81","199",
"1","0.46753","43.684309","-79.298506","126","130","448","150","80","199",
"1","0.46946","43.684309","-79.298474","126","130","451","150","79","200",
"1","0.47127","43.68432","-79.298453","126","130","454","150","78","198",
"1","0.47309","43.684326","-79.298431","126","130","457","149","76","197",
"1","0.4752","43.684331","-79.298399","127","130","455","149","75","195",
"1","0.47754","43.684342","-79.298378","127","130","454","149","74","194",
"1","0.47987","43.684347","-79.298356","127","130","451","149","74","192",
"1","0.4817","43.684358","-79.298324","127","130","449","149","73","191",
"1","0.48352","43.684363","-79.298303","127","130","446","149","73","190",
"1","0.48586","43.684368","-79.29827","127","130","447","148","73","189",
"1","0.48881","43.684374","-79.298249","127","130","447","148","72","192",
"1","0.49175","43.684379","-79.298217","127","130","448","148","72","195",
"1","0.4939","43.684385","-79.298195","127","130","450","148","72","196",
"1","0.49596","43.684395","-79.298174","127","130","451","148","74","196",
"1","0.49814","43.684406","-79.298152","127","130","449","148","75","196",
"1","0.50053","43.684417","-79.29812","127","130","447","148","77","197",
"1","0.50292","43.684427","-79.298099","127","130","446","147","78","198",
"1","0.50502","43.684438","-79.298077","127","130","446","147","79","199",
"1","0.50705","43.684444","-79.298056","127","130","447","147","81","199",
"1","0.50905","43.684454","-79.298024","127","130","448","147","82","199",
"1","0.51094","43.68446","-79.298002","127","130","450","147","83","198",
"1","0.51283","43.68447","-79.297981","127","130","451","147","83","196",
"1","0.515","43.684476","-79.297948","127","130","449","147","84","195",
"1","0.51731","43.684481","-79.297927","127","130","446","146","84","195",
"1","0.51968","43.684486","-79.297895","127","130","444","146","85","195",
"1","0.52252","43.684492","-79.297873","127","130","442","146","86","195",
"1","0.52537","43.684497","-79.297852","127","130","440","146","86","192",
"1","0.52794","43.684503","-79.29782","127","130","440","146","85","189",
"1","0.5303","43.684508","-79.297788","127","130","439","146","84","191",
"1","0.53265","43.684513","-79.297766","127","130","439","145","84","192",
"1","0.53497","43.684513","-79.297734","127","130","438","145","83","193",
"1","0.53729","43.684519","-79.297712","127","130","437","145","83","192",
"1","0.5394","43.684519","-79.29768","127","130","441","145","82","191",
"1","0.54123","43.684524","-79.297659","126","130","444","145","82","190",
"1","0.54306","43.684529","-79.297627","126","130","447","145","82","190",
"1","0.54488","43.684535","-79.297605","126","130","450","145","82","189",
"1","0.54669","43.68454","-79.297573","126","130","452","145","82","189",
"1","0.54855","43.684545","-79.297552","126","130","454","145","82","190",
"1","0.55049","43.684551","-79.29753","127","130","455","145","82","189",
"1","0.55244","43.684556","-79.297509","127","130","455","145","82","187",
"1","0.55453","43.684562","-79.297487","127","130","455","144","82","186",
"1","0.55667","43.684567","-79.297455","127","130","454","144","82","183",
"1","0.55889","43.684572","-79.297433","127","130","452","143","82","180",
"1","0.56145","43.684578","-79.297412","127","130","449","143","82","181",
"1","0.56401","43.684583","-79.29738","127","130","448","143","82","183",
"1","0.56626","43.684588","-79.297358","127","130","448","144","82","184",
"1","0.56835","43.684594","-79.297326","127","130","449","144","82","183",
"1","0.57042","43.684599","-79.297305","127","130","450","145","82","182",
"1","0.57234","43.684604","-79.297283","127","130","451","145","82","182",
"1","0.57427","43.68461","-79.297251","127","130","452","146","82","183",
"1","0.57618","43.684615","-79.29723","127","130","454","146","82","183",
"1","0.57809","43.684626","-79.297208","127","130","456","147","82","183",
"1","0.58","43.684631","-79.297187","127","130","457","147","82","183",
"1","0.58189","43.684642","-79.297165","127","130","459","148","82","183",
"1","0.58377","43.684647","-79.297133","127","130","461","148","82","182",
"1","0.58572","43.684658","-79.297112","127","130","462","148","83","182",
"1","0.58777","43.684663","-79.29709","127","130","462","148","83","181",
"1","0.58982","43.684669","-79.297069","127","130","460","148","84","180",
"1","0.59265","43.684674","-79.297047","127","130","456","148","84","180",
"1","0.59561","43.68468","-79.297015","127","130","452","148","85","181",
"1","0.59827","43.684685","-79.296994","127","130","453","148","86","183",
"1","0.60024","43.68469","-79.296961","127","130","455","148","85","183",
"1","0.60222","43.68469","-79.29694","127","130","456","149","85","184",
"1","0.60426","43.684696","-79.296919","127","130","457","149","84","184",
"1","0.60632","43.684696","-79.296886","127","130","459","149","83","185",
"1","0.60834","43.684701","-79.296865","127","130","461","149","82","185",
"1","0.61016","43.684706","-79.296843","127","130","463","149","81","186",
"1","0.61197","43.684712","-79.296811","127","130","466","149","80","186",
"1","0.61375","43.684717","-79.29679","127","130","471","149","79","185",
"1","0.61549","43.684722","-79.296768","127","130","476","149","78","180",
"1","0.61725","43.684728","-79.296736","127","130","477","149","76","176",
"1","0.61907","43.684739","-79.296715","127","130","478","150","75","179",
"1","0.62089","43.684744","-79.296693","127","130","478","150","74","185",
"1","0.62327","43.684744","-79.296672","127","130","478","150","73","190",
"1","0.62619","43.684755","-79.29664","127","130","479","150","71","188",
"1","0.6291","43.684765","-79.296618","127","130","478","150","70","186",
"1","0.63145","43.684771","-79.296597","127","130","474","150","70","185",
"1","0.63377","43.684776","-79.296575","127","130","470","150","69","186",
"1","0.636","43.684781","-79.296543","127","130","470","150","68","186",
"1","0.6381","43.684787","-79.296522","127","130","469","150","68","187",
"1","0.6402","43.684792","-79.296489","127","130","470","150","67","188",
"1","0.64217","43.684798","-79.296468","127","130","473","150","66","188",
"1","0.64412","43.684803","-79.296436","127","130","475","150","67","190",
"1","0.6457","43.684808","-79.296414","127","130","483","150","69","191",
"1","0.64634","43.684814","-79.296393","127","130","492","151","71","191",
"1","0.64697","43.684819","-79.296361","127","130","500","151","73","191",
"1","0.64983","43.684824","-79.296339","127","130","501","151","75","192",
"1","0.65353","43.68483","-79.296307","127","130","502","151","77","193",
"1","0.657","43.684835","-79.296286","127","130","498","151","79","193",
"1","0.65936","43.684841","-79.296253","127","130","492","151","80","192",
"1","0.66173","43.684841","-79.296232","127","130","487","151","80","188",
"1","0.664","43.684846","-79.2962","127","130","482","151","81","184",
"1","0.66622","43.684851","-79.296178","127","130","477","151","81","181",
"1","0.66843","43.684857","-79.296146","127","130","474","151","81","179",
"1","0.67069","43.684862","-79.296125","127","130","471","151","81","178",
"1","0.67294","43.684867","-79.296103","127","130","468","151","82","178",
"1","0.67519","43.684873","-79.296071","127","130","468","151","82","178",
"1","0.67743","43.684878","-79.296049","127","130","468","151","82","180",
"1","0.67967","43.684883","-79.296028","127","130","470","151","82","181",
"1","0.68147","43.684883","-79.295996","127","130","474","151","82","184",
"1","0.68324","43.684889","-79.295974","127","130","478","151","82","188",
"1","0.68512","43.684894","-79.295953","127","130","480","151","82","193",
"1","0.68718","43.6849","-79.295921","127","130","481","151","82","191",
"1","0.68923","43.684905","-79.295899","127","130","483","151","82","186",
"1","0.69108","43.684905","-79.295878","127","130","487","151","82","181",
"1","0.69289","43.68491","-79.295846","127","130","490","151","82","180",
"1","0.69464","43.684916","-79.295824","127","130","494","151","82","179",
"1","0.69621","43.684916","-79.295803","127","130","498","151","82","178",
"1","0.69779","43.684921","-79.295781","127","130","500","151","82","177",
"1","0.69972","43.684926","-79.295749","127","130","497","151","82","176",
"1","0.70179","43.684926","-79.295728","127","130","495","151","82","176",
"1","0.70393","43.684932","-79.295706","127","130","491","151","82","176",
"1","0.7064","43.684937","-79.295685","127","130","486","151","82","175",
"1","0.70888","43.684942","-79.295653","127","130","482","151","82","174",
"1","0.71112","43.684948","-79.295631","127","130","482","151","82","172",
"1","0.71319","43.684948","-79.29561","127","130","481","151","82","173",
"1","0.71527","43.684953","-79.295577","127","130","480","151","82","173",
"1","0.71745","43.684953","-79.295556","127","130","479","151","82","172",
"1","0.71962","43.684959","-79.295534","127","130","477","151","83","170",
"1","0.72175","43.684959","-79.295502","127","130","476","151","83","169",
"1","0.72383","43.684964","-79.295481","127","130","476","151","84","171",
"1","0.72591","43.684969","-79.295459","127","130","477","151","84","173",
"1","0.72779","43.68498","-79.295438","127","130","480","151","85","175",
"1","0.72964","43.684985","-79.295416","127","130","484","152","86","177",
"1","0.73164","43.684991","-79.295384","127","130","482","152","86","180",
"1","0.73389","43.684996","-79.295363","127","130","479","152","85","181",
"1","0.73613","43.685001","-79.295341","127","130","478","152","84","182",
"1","0.73804","43.685007","-79.29532","127","130","479","152","84","183",
"1","0.73987","43.685012","-79.295298","127","130","481","153","83","182",
"1","0.74171","43.685018","-79.295266","127","130","482","153","83","182",
"1","0.74358","43.685018","-79.295245","127","130","483","153","82","182",
"1","0.74545","43.685023","-79.295223","127","130","486","154","82","183",
"1","0.74705","43.685023","-79.295191","127","130","490","154","82","183",
"1","0.74854","43.685028","-79.29517","127","130","495","154","82","183",
"1","0.75015","43.685034","-79.295148","127","130","493","154","82","182",
"1","0.75263","43.685039","-79.295127","127","130","488","154","82","183",
"1","0.75511","43.68505","-79.295105","127","130","483","153","82","184",
"1","0.75746","43.685055","-79.295084","127","130","481","153","82","185",
"1","0.75973","43.685066","-79.295052","127","130","478","153","82","185",
"1","0.762","43.685077","-79.29503","127","130","476","153","82","185",
"1","0.76438","43.685082","-79.295009","127","130","473","152","82","184",
"1","0.76676","43.685093","-79.294977","127","130","470","152","82","182",
"1","0.76913","43.685098","-79.294955","127","130","467","152","82","180",
"1","0.77148","43.685103","-79.294934","127","130","465","152","82","179",
"1","0.77383","43.685109","-79.294901","127","130","463","152","82","178",
"1","0.77611","43.685114","-79.29488","127","130","462","151","82","176",
"1","0.77839","43.685114","-79.294848","127","130","461","151","82","173",
"1","0.78058","43.685119","-79.294826","127","130","463","151","82","170",
"1","0.78258","43.685119","-79.294794","127","130","464","151","82","175",
"1","0.78458","43.685125","-79.294773","127","130","465","151","82","180",
"1","0.78695","43.685125","-79.294741","127","130","463","151","82","183",
"1","0.78942","43.685125","-79.294719","127","130","462","151","82","182",
"1","0.79174","43.68513","-79.294687","127","130","464","151","81","181",
"1","0.79357","43.685136","-79.294665","127","130","466","151","79","180",
"1","0.7954","43.685141","-79.294644","127","130","469","151","77","178",
"1","0.79709","43.685146","-79.294623","127","130","475","151","75","177",
"1","0.79871","43.685152","-79.29459","127","130","481","151","73","177",
"1","0.80033","43.685157","-79.294569","126","130","487","151","71","177",
"1","0.80196","43.685168","-79.294547","126","130","494","152","69","177",
"1","0.80359","43.685173","-79.294526","126","130","500","152","69","176",
"1","0.80486","43.685178","-79.294505","126","130","503","153","70","176",
"1","0.80583","43.685184","-79.294483","126","130","506","153","70","177",
"1","0.8068","43.685195","-79.294462","126","130","508","154","71","177",
"1","0.80979","43.6852","-79.29444","126","130","509","154","72","177",
"1","0.81278","43.685205","-79.294419","126","130","510","155","72","176",
"1","0.81543","43.685216","-79.294397","126","130","506","155","73","176",
"1","0.81764","43.685221","-79.294365","126","130","502","155","74","175",
"1","0.81986","43.685227","-79.294344","126","130","501","155","75","174",
"1","0.82167","43.685232","-79.294322","126","130","504","154","77","173",
"1","0.82344","43.685237","-79.294301","126","130","507","154","78","175",
"1","0.8254","43.685243","-79.294279","126","130","502","154","80","177",
"1","0.8278","43.685254","-79.294247","126","130","496","154","81","179",
"1","0.8302","43.685259","-79.294226","126","130","490","154","83","182",
"1","0.83249","43.685264","-79.294204","126","130","486","153","84","184",
"1","0.83476","43.68527","-79.294172","126","130","483","153","84","186",
"1","0.83706","43.685275","-79.29415","126","130","480","153","84","187",
"1","0.83951","43.685286","-79.294129","126","130","478","153","84","189",
"1","0.84195","43.685291","-79.294097","126","130","477","153","84","192",
"1","0.844","43.685296","-79.294075","126","130","478","154","84","196",
"1","0.84584","43.685296","-79.294043","126","130","480","154","84","194",
"1","0.8477","43.685302","-79.294022","126","130","480","154","84","191",
"1","0.84976","43.685307","-79.29399","126","130","479","154","83","191",
"1","0.85182","43.685313","-79.293968","126","130","478","154","83","193",
"1","0.85403","43.685318","-79.293947","126","130","476","154","83","195",
"1","0.85637","43.685323","-79.293914","126","130","473","154","82","198",
"1","0.8587","43.685329","-79.293893","126","130","470","153","82","200",
"1","0.86119","43.685334","-79.293861","126","130","467","153","82","202",
"1","0.86369","43.685339","-79.293839","126","130","463","153","82","201",
"1","0.86598","43.685345","-79.293807","126","130","465","153","82","200",
"1","0.86799","43.68535","-79.293786","126","130","466","153","83","198",
"1","0.87","43.685355","-79.293754","126","130","468","153","83","197",
"1","0.87193","43.685361","-79.293732","126","130","469","153","84","196",
"1","0.87386","43.685366","-79.2937","126","130","471","153","84","196",
"1","0.87589","43.685372","-79.293678","126","130","469","153","84","195",
"1","0.87818","43.685377","-79.293646","126","130","468","153","85","196",
"1","0.88047","43.685382","-79.293625","126","130","466","153","84","197",
"1","0.88311","43.685388","-79.293593","126","130","463","153","84","198",
"1","0.88587","43.685393","-79.293571","126","130","461","153","84","199",
"1","0.8886","43.685393","-79.293539","126","130","457","153","83","200",
"1","0.8912","43.685398","-79.293517","126","130","453","153","83","200",
"1","0.8938","43.685404","-79.293485","126","130","450","153","83","199",
"1","0.89611","43.685404","-79.293453","126","130","451","153","83","198",
"1","0.89824","43.685404","-79.293432","126","130","451","153","83","196",
"1","0.90036","43.685409","-79.293399","126","130","453","154","82","194",
"1","0.90224","43.685414","-79.293367","126","130","456","154","82","194",
"1","0.90412","43.68542","-79.293346","126","130","459","154","82","194",
"1","0.90621","43.685425","-79.293314","126","130","457","154","82","194",
"1","0.9085","43.685431","-79.293292","126","130","456","154","82","194",
"1","0.91078","43.685431","-79.29326","126","130","455","154","82","194",
"1","0.91302","43.685436","-79.293239","126","130","454","154","82","195",
"1","0.91525","43.685441","-79.293206","126","130","453","154","83","196",
"1","0.9175","43.685447","-79.293185","126","130","452","153","84","196",
"1","0.91979","43.685452","-79.293163","126","130","451","153","84","195",
"1","0.92208","43.685457","-79.293131","126","130","451","153","85","193",
"1","0.92417","43.685463","-79.29311","126","130","452","153","85","190",
"1","0.92623","43.685474","-79.293078","126","130","454","153","85","188",
"1","0.92827","43.685479","-79.293056","126","130","457","153","85","185",
"1","0.93029","43.685484","-79.293035","126","130","462","153","84","185",
"1","0.9323","43.685495","-79.293002","126","130","465","153","84","186",
"1","0.93435","43.6855","-79.292981","126","130","466","153","83","187",
