"Duration","Distance","Latitude","Longitude","AltitudeOriginal","AltitudeCorrected","HeartRate","Cadence","PowerCalculated",
"1","0.9139","43.685355","-79.293743","130","130","142","81","186",
"1","0.9161","43.685355","-79.293721","130","130","142","81","187",
"1","0.9183","43.685361","-79.293689","130","130","142","81","187",
"1","0.9204","43.685361","-79.293668","130","130","142","81","187",
"1","0.9222","43.685366","-79.293646","130","130","142","81","186",
"1","0.924","43.685372","-79.293614","130","130","142","82","185",
"1","0.9257","43.685372","-79.293593","130","130","142","83","185",
"1","0.9274","43.685382","-79.293571","130","130","142","83","184",
"1","0.9292","43.685388","-79.293539","130","130","142","84","184",
"1","0.9315","43.685393","-79.293517","130","130","142","84","183",
"1","0.9337","43.685398","-79.293496","130","130","143","85","182",
"1","0.9362","43.685404","-79.293475","130","130","143","86","180",
"1","0.9387","43.685409","-79.293442","130","130","143","86","178",
"1","0.9412","43.685414","-79.293421","130","130","143","85","176",
"1","0.9433","43.685414","-79.293399","130","130","143","84","175",
"1","0.9455","43.68542","-79.293367","130","130","143","84","174",
"1","0.9476","43.68542","-79.293346","130","130","143","83","174",
"1","0.9497","43.685425","-79.293314","130","130","143","83","176",
"1","0.9518","43.685431","-79.293292","130","130","143","82","177",
"1","0.9536","43.685431","-79.293271","130","130","143","82","178",
"1","0.9554","43.685436","-79.293249","130","130","143","82","178",
"1","0.9572","43.685441","-79.293217","130","130","143","82","178",
"1","0.9591","43.685441","-79.293196","130","130","143","82","179",
"1","0.9611","43.685447","-79.293174","130","130","143","82","180",
"1","0.9631","43.685452","-79.293142","130","130","143","82","180",
"1","0.9651","43.685452","-79.293121","130","130","143","82","177",
"1","0.967","43.685457","-79.293099","130","130","143","82","174",
"1","0.9689","43.685463","-79.293067","130","130","142","82","172",
"1","0.9708","43.685468","-79.293045","130","130","142","82","169",
"1","0.9727","43.685474","-79.293024","130","130","142","82","168",
"1","0.9745","43.685474","-79.293002","130","130","142","82","167",
"1","0.9765","43.685479","-79.292981","130","130","142","82","167",
"1","0.9792","43.68549","-79.29296","130","130","142","82","170",
"1","0.9818","43.685495","-79.292927","130","130","142","82","173",
"1","0.984","43.685506","-79.292906","130","130","142","82","175",
"1","0.9858","43.685511","-79.292884","130","130","142","82","175",
"1","0.9877","43.685522","-79.292863","130","130","141","82","176",
"1","0.9898","43.685533","-79.292842","130","130","141","82","176",
"1","0.9918","43.685538","-79.29282","130","130","141","82","176",
"1","0.9935","43.685549","-79.292799","130","130","141","82","176",
"1","0.9949","43.685554","-79.292777","130","130","140","82","172",
"1","0.9963","43.685565","-79.292756","130","130","140","82","169",
"1","0.998","43.68557","-79.292734","130","130","140","82","168",
"1","0.9998","43.685575","-79.292713","130","130","140","82","167",
"1","1.0018","43.685581","-79.292691","130","130","140","82","167",
"1","1.0038","43.685586","-79.29267","130","130","141","83","168",
"1","1.0059","43.685592","-79.292638","130","130","141","83","169",
"1","1.0088","43.685592","-79.292616","130","130","141","83","170",
"1","1.0118","43.685597","-79.292595","130","130","141","82","170",
"1","1.0145","43.685597","-79.292563","130","130","140","82","170",
"1","1.0165","43.685602","-79.292541","130","130","140","82","169",
"1","1.0185","43.685608","-79.29252","130","130","140","81","169",
"1","1.0204","43.685618","-79.292498","130","130","140","81","169",
"1","1.0223","43.685629","-79.292477","130","130","140","81","170",
"1","1.0241","43.68564","-79.292455","130","130","141","80","170",
"1","1.0251","43.685651","-79.292434","130","130","141","81","171",
"1","1.0261","43.685661","-79.292423","130","130","141","81","173",
"1","1.0276","43.685672","-79.292402","130","130","141","81","174",
"1","1.0294","43.685677","-79.29238","130","130","141","81","174",
"1","1.0312","43.685688","-79.292359","130","130","141","81","174",
"1","1.0333","43.685699","-79.292337","130","130","141","82","173",
"1","1.0354","43.685704","-79.292316","130","130","141","82","171",
"1","1.0378","43.685715","-79.292294","130","130","142","83","170",
"1","1.0404","43.68572","-79.292273","130","130","142","83","169",
"1","1.043","43.685731","-79.292251","130","130","142","84","167",
"1","1.0449","43.685736","-79.29223","130","130","142","84","165",
"1","1.0468","43.685742","-79.292209","130","130","142","85","165",
"1","1.0488","43.685752","-79.292187","130","130","142","86","166",
"1","1.051","43.685758","-79.292166","130","130","143","86","167",
"1","1.0532","43.685763","-79.292144","130","130","143","85","168",
"1","1.0551","43.685769","-79.292123","130","130","143","84","170",
"1","1.057","43.685774","-79.292091","130","130","143","84","174",
"1","1.0588","43.685779","-79.292069","130","130","143","83","178",
"1","1.0605","43.685779","-79.292048","130","130","142","83","181",
"1","1.0623","43.685785","-79.292026","130","130","142","82","182",
"1","1.0639","43.68579","-79.292005","130","130","142","82","184",
"1","1.0655","43.685795","-79.291973","130","130","142","82","187",
"1","1.0673","43.685795","-79.291951","130","130","142","82","190",
"1","1.0697","43.685801","-79.29193","130","130","142","82","189",
"1","1.0721","43.685801","-79.291908","130","130","142","82","187",
"1","1.0743","43.685806","-79.291876","130","130","142","82","186",
"1","1.0764","43.685806","-79.291855","130","130","142","82","186",
"1","1.0785","43.685811","-79.291833","130","130","142","82","186",
"1","1.0808","43.685817","-79.291801","130","130","141","83","187",
"1","1.0831","43.685822","-79.291779","130","130","141","83","186",
"1","1.0854","43.685822","-79.291747","130","130","141","84","186",
"1","1.0877","43.685828","-79.291726","130","130","141","84","188",
"1","1.0899","43.685828","-79.291694","130","130","140","85","189",
"1","1.0922","43.685828","-79.291672","130","130","140","86","191",
"1","1.0943","43.685833","-79.29164","130","130","141","86","193",
"1","1.0968","43.685833","-79.291618","130","130","141","85","195",
"1","1.0997","43.685838","-79.291586","130","130","142","84","199",
"1","1.1026","43.685838","-79.291565","130","130","142","84","203",
"1","1.1048","43.685844","-79.291533","130","130","143","83","206",
"1","1.1069","43.685849","-79.291511","130","130","143","83","206",
"1","1.109","43.685854","-79.291479","130","130","143","82","206",
"1","1.111","43.68586","-79.291458","131","130","143","82","205",
"1","1.113","43.685865","-79.291425","131","130","144","82","205",
"1","1.1151","43.68587","-79.291404","131","130","144","82","204",
"1","1.1172","43.685881","-79.291382","131","130","144","82","201",
"1","1.1194","43.685892","-79.291361","131","130","144","82","198",
"1","1.1217","43.685903","-79.291329","131","130","144","82","198",
"1","1.124","43.685924","-79.291307","131","130","145","82","199",
"1","1.1264","43.68594","-79.291286","131","130","145","82","199",
"1","1.1288","43.685951","-79.291264","131","130","145","82","198",
"1","1.1312","43.685962","-79.291243","131","130","145","82","198",
"1","1.1339","43.685972","-79.291221","131","130","146","82","196",
"1","1.1366","43.685978","-79.2912","131","130","146","82","193",
"1","1.1392","43.685988","-79.291168","131","130","146","82","190",
"1","1.1416","43.685994","-79.291146","131","130","146","82","190",
"1","1.1441","43.686005","-79.291125","131","130","146","82","191",
"1","1.1461","43.686015","-79.291103","131","130","146","82","192",
"1","1.1481","43.686021","-79.291071","131","130","146","82","194",
"1","1.1499","43.686031","-79.29105","131","130","146","82","196",
"1","1.1514","43.686042","-79.291028","131","130","146","82","196",
"1","1.1529","43.686053","-79.291007","131","130","146","82","196",
"1","1.1552","43.686064","-79.290985","131","130","145","82","194",
"1","1.1576","43.686074","-79.290964","131","130","145","82","192",
"1","1.16","43.68608","-79.290943","131","130","145","82","190",
"1","1.162","43.68609","-79.290921","131","130","145","82","187",
"1","1.164","43.686096","-79.2909","131","130","144","82","184",
"1","1.166","43.686101","-79.290867","131","130","144","82","181",
"1","1.168","43.686107","-79.290846","131","130","144","82","178",
"1","1.17","43.686112","-79.290825","131","130","144","82","175",
"1","1.1722","43.686112","-79.290803","131","130","144","82","173",
"1","1.1744","43.686117","-79.290771","131","130","144","82","171",
"1","1.1768","43.686117","-79.290749","131","130","145","82","169",
"1","1.1795","43.686123","-79.290728","131","130","145","82","169",
"1","1.1821","43.686123","-79.290696","131","130","145","82","169",
"1","1.1842","43.686128","-79.290674","131","130","145","82","170",
"1","1.1862","43.686133","-79.290653","131","130","145","82","171",
"1","1.188","43.686139","-79.290631","131","130","144","82","172",
"1","1.1897","43.686149","-79.290599","131","130","144","82","171",
"1","1.1914","43.686155","-79.290578","131","130","144","82","170",
"1","1.1928","43.68616","-79.290556","131","130","144","82","169",
"1","1.1942","43.686166","-79.290535","131","130","145","82","169",
"1","1.1958","43.686171","-79.290513","131","130","145","82","170",
"1","1.1976","43.686176","-79.290492","131","130","146","82","169",
"1","1.1994","43.686182","-79.29047","131","130","146","82","169",
"1","1.2013","43.686187","-79.290449","131","130","147","82","168",
"1","1.2033","43.686192","-79.290428","131","130","147","82","168",
"1","1.2052","43.686192","-79.290406","131","130","148","82","167",
"1","1.2072","43.686198","-79.290385","131","130","148","82","166",
"1","1.2092","43.686198","-79.290363","131","130","149","82","163",
"1","1.2111","43.686203","-79.290342","131","130","149","82","161",
"1","1.213","43.686208","-79.29032","132","130","150","82","160",
"1","1.2149","43.686208","-79.290299","132","130","150","82","159",
"1","1.2168","43.686214","-79.290277","132","130","150","82","160",
"1","1.2188","43.686219","-79.290256","132","130","150","82","161",
"1","1.2209","43.686225","-79.290234","132","130","149","82","162",
"1","1.223","43.68623","-79.290213","132","130","149","82","163",
"1","1.2252","43.686235","-79.290192","132","130","149","82","164",
"1","1.227","43.686241","-79.29017","132","130","149","82","165",
"1","1.2289","43.686251","-79.290149","132","130","149","82","165",
"1","1.2308","43.686262","-79.290127","132","130","149","82","166",
"1","1.2329","43.686273","-79.290106","132","130","150","82","167",
"1","1.2349","43.686278","-79.290084","132","130","150","82","168",
"1","1.2368","43.686284","-79.290063","132","130","150","82","169",
"1","1.2387","43.686289","-79.290041","132","130","150","82","168",
"1","1.2406","43.686294","-79.29002","132","130","150","82","168",
"1","1.2424","43.6863","-79.289998","132","130","150","82","171",
"1","1.2443","43.686305","-79.289977","132","130","149","82","173",
"1","1.2463","43.68631","-79.289955","132","130","149","82","174",
"1","1.2483","43.68631","-79.289934","132","130","149","82","174",
"1","1.2502","43.686316","-79.289913","132","130","149","82","173",
"1","1.252","43.686321","-79.289891","132","130","148","82","172",
"1","1.2537","43.686321","-79.289859","132","130","148","82","171",
"1","1.2556","43.686326","-79.289837","132","130","147","82","170",
"1","1.2575","43.686326","-79.289816","132","130","147","82","170",
"1","1.2595","43.686332","-79.289795","132","130","146","82","170",
"1","1.2617","43.686332","-79.289773","132","130","146","82","171",
"1","1.264","43.686332","-79.289752","132","130","146","82","172",
"1","1.2661","43.686332","-79.289719","132","130","146","82","172",
"1","1.268","43.686332","-79.289698","132","130","146","82","172",
"1","1.27","43.686332","-79.289677","132","130","146","82","173",
"1","1.2726","43.686332","-79.289644","132","130","146","82","173",
"1","1.2753","43.686332","-79.289623","132","130","146","82","175",
"1","1.2775","43.686332","-79.289601","132","130","145","82","176",
"1","1.2792","43.686337","-79.289569","132","130","145","82","175",
"1","1.2809","43.686337","-79.289548","132","130","145","82","174",
"1","1.2828","43.686343","-79.289526","132","130","145","82","174",
"1","1.2846","43.686343","-79.289505","132","130","145","82","175",
"1","1.2864","43.686348","-79.289483","132","130","145","82","176",
"1","1.2884","43.686353","-79.289462","132","130","145","82","178",
"1","1.2903","43.686359","-79.28943","132","130","145","82","179",
"1","1.2925","43.686359","-79.289408","132","130","145","82","180",
"1","1.2947","43.686364","-79.289387","132","130","145","82","179",
"1","1.2969","43.686369","-79.289365","132","130","145","82","178",
"1","1.2988","43.686369","-79.289344","132","130","145","82","178",
"1","1.3008","43.686375","-79.289312","132","130","145","82","179",
"1","1.3029","43.68638","-79.28929","132","130","144","82","180",
"1","1.3052","43.686385","-79.289269","132","130","144","82","177",
"1","1.3073","43.686385","-79.289237","132","130","144","82","175",
"1","1.3091","43.686391","-79.289215","132","130","144","82","174",
"1","1.3109","43.686391","-79.289194","132","130","145","82","174",
"1","1.3128","43.686391","-79.289172","132","130","145","82","175",
"1","1.3149","43.686396","-79.28914","132","130","145","82","175",
"1","1.3169","43.686396","-79.289119","132","130","146","82","176",
"1","1.3192","43.686396","-79.289097","132","130","146","82","177",
"1","1.3216","43.686402","-79.289065","132","130","146","82","176",
"1","1.3238","43.686402","-79.289044","132","130","146","82","176",
"1","1.3257","43.686402","-79.289011","132","130","145","82","176",
"1","1.3276","43.686402","-79.28899","132","130","145","82","175",
"1","1.3298","43.686402","-79.288968","132","130","145","82","175",
"1","1.332","43.686407","-79.288936","132","130","145","82","176",
"1","1.3342","43.686412","-79.288915","132","130","144","82","177",
"1","1.3361","43.686418","-79.288893","132","130","144","82","175",
"1","1.3381","43.686423","-79.288872","132","130","144","82","171",
"1","1.3399","43.686428","-79.28884","132","130","144","82","170",
"1","1.3418","43.686434","-79.288818","132","130","143","82","171",
"1","1.3437","43.686439","-79.288797","132","130","143","82","172",
"1","1.3457","43.686444","-79.288775","132","130","143","82","173",
"1","1.3478","43.686444","-79.288743","132","130","143","82","173",
"1","1.3497","43.686444","-79.288722","132","130","143","82","173",
"1","1.3516","43.686444","-79.2887","132","130","143","82","173",
"1","1.3534","43.686444","-79.288679","132","130","143","81","172",
"1","1.3555","43.686444","-79.288647","132","130","143","81","171",
"1","1.3576","43.686444","-79.288625","132","130","143","80","171",
"1","1.3597","43.68645","-79.288604","132","130","143","79","171",
"1","1.362","43.68645","-79.288582","132","130","143","79","171",
"1","1.3642","43.686455","-79.28855","132","130","143","78","171",
"1","1.3656","43.686455","-79.288529","132","130","144","78","171",
"1","1.3669","43.686461","-79.288507","132","130","144","78","171",
"1","1.3686","43.686461","-79.288486","132","130","144","78","171",
"1","1.3707","43.686466","-79.288464","132","130","144","79","172",
"1","1.3728","43.686466","-79.288432","132","130","145","79","172",
"1","1.3749","43.686471","-79.288411","132","130","145","80","173",
"1","1.3771","43.686477","-79.288389","132","130","145","81","174",
"1","1.3792","43.686482","-79.288368","132","130","145","81","174",
"1","1.3814","43.686482","-79.288335","132","130","144","82","174",
"1","1.3836","43.686487","-79.288314","132","130","144","82","175",
"1","1.3855","43.686493","-79.288293","132","130","144","82","176",
"1","1.3873","43.686493","-79.28826","132","130","144","82","176",
"1","1.3892","43.686498","-79.288239","131","130","144","82","175",
"1","1.3914","43.686503","-79.288217","131","130","144","82","175",
"1","1.3936","43.686509","-79.288196","131","130","144","82","174",
"1","1.3957","43.686514","-79.288164","131","130","144","82","174",
"1","1.3976","43.68652","-79.288142","131","130","144","82","177",
"1","1.3996","43.68653","-79.288121","131","130","144","82","180",
"1","1.4017","43.686536","-79.288099","131","130","144","82","181",
"1","1.4037","43.686546","-79.288078","131","130","145","82","181",
"1","1.4058","43.686557","-79.288056","131","130","145","82","181",
"1","1.4081","43.686562","-79.288035","131","130","145","82","179",
"1","1.4103","43.686573","-79.288014","131","130","145","82","177",
"1","1.4125","43.686579","-79.287992","131","130","146","82","177",
"1","1.4146","43.686584","-79.28796","131","130","146","82","176",
"1","1.4168","43.686595","-79.287938","131","130","146","82","175",
"1","1.419","43.686595","-79.287917","131","130","146","82","176",
"1","1.4211","43.6866","-79.287885","131","130","146","82","177",
"1","1.4232","43.686605","-79.287863","131","130","146","82","177",
"1","1.4252","43.686605","-79.287842","131","130","146","81","175",
"1","1.4274","43.6866","-79.28781","131","130","146","81","173",
"1","1.4298","43.6866","-79.287788","131","130","147","80","172",
"1","1.4322","43.686605","-79.287756","131","130","147","79","172",
"1","1.4344","43.686611","-79.287735","131","130","147","79","171",
"1","1.4365","43.686611","-79.287713","131","130","147","78","171",
"1","1.4386","43.686616","-79.287681","131","130","147","78","171",
"1","1.4403","43.686621","-79.28766","130","130","147","78","170",
"1","1.4421","43.686627","-79.287638","130","130","147","78","169",
"1","1.4441","43.686632","-79.287617","130","130","147","79","169",
"1","1.4462","43.686643","-79.287595","130","130","147","79","168",
"1","1.4484","43.686654","-79.287563","130","130","146","80","168",
"1","1.4507","43.686659","-79.287542","130","130","146","81","167",
"1","1.453","43.686664","-79.28752","130","130","146","81","166",
"1","1.455","43.68667","-79.287488","130","130","146","82","165",
"1","1.4567","43.686675","-79.287466","130","130","145","82","166",
"1","1.4584","43.68668","-79.287445","130","130","145","82","167",
"1","1.4603","43.686686","-79.287423","130","130","145","82","167",
"1","1.4622","43.686691","-79.287402","130","130","145","82","167",
"1","1.4641","43.686697","-79.287381","130","130","145","82","166",
"1","1.4663","43.686707","-79.287348","130","130","145","82","165",
"1","1.4684","43.686713","-79.287327","130","130","145","82","165",
"1","1.4704","43.686718","-79.287305","130","130","145","82","164",
"1","1.4725","43.686723","-79.287284","130","130","144","82","165",
"1","1.4746","43.686729","-79.287263","130","130","144","82","165",
"1","1.4767","43.68674","-79.28723","130","130","144","82","165",
"1","1.4788","43.686745","-79.287209","130","130","144","82","163",
"1","1.4809","43.68675","-79.287187","130","130","144","82","162",
"1","1.4828","43.68675","-79.287166","130","130","144","82","162",
"1","1.4848","43.686756","-79.287134","130","130","144","82","161",
"1","1.4872","43.686761","-79.287112","129","130","144","82","162",
"1","1.4895","43.686766","-79.287091","129","130","144","82","162",
"1","1.4919","43.686766","-79.287059","129","130","144","82","164",
"1","1.4943","43.686766","-79.287037","129","130","145","82","165",
"1","1.4967","43.686766","-79.287005","129","130","145","82","166",
"1","1.4986","43.686772","-79.286984","129","130","146","82","167",
"1","1.5006","43.686777","-79.286962","129","130","146","82","167",
"1","1.5026","43.686782","-79.28693","129","130","146","82","168",
"1","1.5046","43.686782","-79.286909","129","130","145","82","167",
"1","1.5067","43.686782","-79.286876","129","130","145","82","166",
"1","1.5085","43.686788","-79.286855","129","130","144","82","166",
"1","1.5102","43.686793","-79.286833","129","130","144","82","166",
"1","1.5122","43.686799","-79.286801","129","130","144","82","166",
"1","1.5144","43.686804","-79.28678","129","128","145","82","166",
"1","1.5166","43.686809","-79.286758","129","128","145","82","166",
"1","1.5188","43.686815","-79.286726","129","128","145","82","166",
"1","1.5209","43.686825","-79.286705","129","128","145","82","166",
"1","1.5231","43.686831","-79.286683","129","128","145","82","165",
"1","1.5255","43.686836","-79.286662","129","128","145","82","165",
"1","1.5278","43.686847","-79.28664","129","128","145","82","165",
"1","1.5301","43.686852","-79.286608","129","128","146","82","165",
"1","1.5325","43.686858","-79.286587","129","128","146","82","165",
"1","1.5348","43.686863","-79.286554","129","128","146","82","165",
"1","1.5367","43.686868","-79.286533","129","128","146","82","164",
"1","1.5386","43.686879","-79.286512","129","128","147","82","163",
"1","1.5407","43.686884","-79.286479","129","128","147","82","162",
"1","1.5429","43.686895","-79.286458","129","128","147","82","161",
"1","1.5451","43.6869","-79.286436","129","128","147","82","161",
"1","1.5471","43.686911","-79.286415","129","128","147","82","161",
"1","1.5492","43.686917","-79.286383","129","127","147","82","161",
"1","1.5513","43.686922","-79.286361","129","127","147","82","161",
"1","1.5535","43.686927","-79.28634","129","127","147","82","161",
"1","1.5557","43.686933","-79.286308","128","127","146","82","161",
"1","1.5581","43.686938","-79.286286","128","127","146","82","161",
"1","1.5606","43.686943","-79.286265","128","127","146","82","161",
"1","1.563","43.686954","-79.286243","128","127","145","82","161",
"1","1.5649","43.686959","-79.286211","128","127","145","82","161",
"1","1.5669","43.68697","-79.28619","128","127","144","82","161",
"1","1.5687","43.686976","-79.286168","128","127","144","82","160",
"1","1.5705","43.686981","-79.286147","128","127","144","82","159",
"1","1.5723","43.686992","-79.286115","128","127","144","82","158",
"1","1.5739","43.686997","-79.286093","128","127","144","82","157",
"1","1.5756","43.687008","-79.286072","128","127","144","82","157",
"1","1.5775","43.687013","-79.28605","128","127","145","82","157",
"1","1.5797","43.687018","-79.286029","128","127","145","82","157",
"1","1.5819","43.687029","-79.286007","128","126","145","82","157",
"1","1.5841","43.687035","-79.285986","128","126","145","82","158",
"1","1.5864","43.687045","-79.285954","128","126","145","82","158",
"1","1.5887","43.687051","-79.285932","128","126","145","82","158",
"1","1.591","43.687056","-79.285911","128","126","145","82","157",
"1","1.5933","43.687067","-79.285889","128","126","144","82","156",
"1","1.5957","43.687072","-79.285857","128","126","144","82","154",
"1","1.5982","43.687077","-79.285836","128","126","144","82","154",
"1","1.6002","43.687083","-79.285814","128","126","143","82","154",
"1","1.6018","43.687088","-79.285782","128","126","143","82","155",
"1","1.6033","43.687099","-79.285761","128","126","143","82","156",
"1","1.6053","43.687104","-79.285739","128","126","143","82","156",
"1","1.6074","43.68711","-79.285718","128","126","143","82","157",
"1","1.6096","43.68711","-79.285685","128","126","143","82","157",
"1","1.6117","43.687115","-79.285664","128","126","143","82","159",
"1","1.6139","43.68712","-79.285643","128","126","143","82","159",
"1","1.6162","43.68712","-79.28561","128","125","144","82","159",
"1","1.6185","43.68712","-79.285589","128","125","144","82","160",
"1","1.6208","43.687126","-79.285567","128","125","144","82","160",
"1","1.6227","43.687131","-79.285535","128","125","144","82","161",
"1","1.6247","43.687136","-79.285514","128","125","144","82","161",
"1","1.6266","43.687136","-79.285492","128","125","144","82","161",
"1","1.6285","43.687136","-79.28546","128","125","145","82","159",
"1","1.6305","43.687142","-79.285439","128","125","145","82","156",
"1","1.6325","43.687147","-79.285417","128","125","145","82","157",
"1","1.6345","43.687147","-79.285385","128","125","145","82","160",
"1","1.6364","43.687153","-79.285364","128","125","145","82","162",
"1","1.6382","43.687153","-79.285342","127","125","145","82","163",
"1","1.64","43.687153","-79.285321","127","125","145","82","163",
"1","1.6422","43.687153","-79.285288","127","125","145","82","163",
"1","1.6444","43.687153","-79.285267","127","125","145","82","163",
"1","1.6466","43.687158","-79.285235","127","125","145","82","162",
"1","1.649","43.687163","-79.285213","127","125","145","82","161",
"1","1.6513","43.687163","-79.285192","127","125","145","82","160",
"1","1.6536","43.687169","-79.28516","127","125","145","81","159",
"1","1.6559","43.687174","-79.285138","127","125","145","81","160",
"1","1.658","43.687179","-79.285117","127","125","145","81","160",
"1","1.6596","43.687185","-79.285095","127","125","145","81","162",
"1","1.6612","43.68719","-79.285063","127","125","145","81","163",
"1","1.6633","43.687195","-79.285042","127","125","144","81","165",
"1","1.6656","43.687201","-79.28502","127","125","144","81","167",
"1","1.6679","43.687206","-79.284999","127","125","143","81","168",
"1","1.6699","43.687212","-79.284967","127","125","143","81","169",
"1","1.6719","43.687217","-79.284945","127","125","143","82","170",
"1","1.6739","43.687222","-79.284924","127","125","143","82","171",
"1","1.6759","43.687228","-79.284902","127","125","142","82","172",
"1","1.6778","43.687233","-79.28487","127","125","142","82","172",
"1","1.6796","43.687238","-79.284849","127","125","142","82","172",
"1","1.6814","43.687249","-79.284827","127","124","141","82","170",
"1","1.6834","43.687254","-79.284806","127","124","141","82","169",
"1","1.6856","43.68726","-79.284784","127","124","140","82","168",
"1","1.6877","43.687271","-79.284763","127","124","140","82","166",
"1","1.6901","43.687276","-79.284741","127","124","139","82","165",
"1","1.6925","43.687281","-79.284709","127","124","139","82","166",
"1","1.6949","43.687292","-79.284688","127","124","139","82","166",
"1","1.6974","43.687297","-79.284666","127","124","140","82","165",
"1","1.6998","43.687308","-79.284645","127","124","140","82","164",
"1","1.702","43.687319","-79.284623","126","124","141","82","163",
"1","1.7041","43.687324","-79.284602","126","124","141","82","162",
"1","1.7062","43.687335","-79.28457","126","124","142","82","162",
"1","1.7086","43.68734","-79.284548","126","124","142","82","163",
"1","1.7109","43.687346","-79.284527","126","124","142","82","164",
"1","1.7129","43.687356","-79.284505","126","124","142","82","165",
"1","1.7148","43.687362","-79.284484","126","124","142","82","166",
"1","1.7166","43.687373","-79.284462","126","124","142","82","168",
"1","1.7186","43.687383","-79.284441","126","124","142","82","169",
"1","1.7205","43.687389","-79.284409","126","124","142","82","170",
"1","1.7223","43.687394","-79.284387","126","124","142","82","170",
"1","1.724","43.687399","-79.284366","126","124","142","82","170",
"1","1.7258","43.68741","-79.284344","126","124","142","82","169",
"1","1.7276","43.687415","-79.284323","126","124","142","82","168",
"1","1.7295","43.687421","-79.284301","126","124","143","82","166",
"1","1.7313","43.687426","-79.28428","126","124","143","82","165",
"1","1.7332","43.687432","-79.284258","126","124","143","82","165",
"1","1.7351","43.687437","-79.284237","126","124","143","82","165",
"1","1.7373","43.687437","-79.284205","126","124","143","82","164",
"1","1.7396","43.687442","-79.284183","126","124","143","82","161",
"1","1.7418","43.687442","-79.284162","126","124","143","82","158",
"1","1.7441","43.687442","-79.28413","126","124","142","82","158",
"1","1.7463","43.687442","-79.284108","126","124","142","82","158",
"1","1.7487","43.687448","-79.284087","126","124","142","82","159",
"1","1.7511","43.687442","-79.284055","126","124","142","82","160",
"1","1.7534","43.687448","-79.284033","126","124","142","82","162",
"1","1.7556","43.687448","-79.284001","126","124","142","82","164",
"1","1.7579","43.687448","-79.28398","126","124","143","82","166",
"1","1.7599","43.687448","-79.283947","126","124","143","82","168",
"1","1.7618","43.687448","-79.283926","126","124","143","82","169",
"1","1.7637","43.687453","-79.283904","125","124","143","82","170",
"1","1.7658","43.687453","-79.283872","125","124","144","82","171",
"1","1.7679","43.687458","-79.283851","125","124","144","82","173",
"1","1.7697","43.687464","-79.283819","125","124","144","82","173",
"1","1.7712","43.687469","-79.283797","125","124","143","82","172",
"1","1.7727","43.68748","-79.283776","125","124","143","82","171",
"1","1.7746","43.687491","-79.283765","125","124","143","82","171",
"1","1.7765","43.687496","-79.283744","125","124","144","82","170",
"1","1.7786","43.687507","-79.283711","125","124","144","82","170",
"1","1.7809","43.687507","-79.28369","125","123","145","82","170",
"1","1.7833","43.687517","-79.283668","125","123","146","82","169",
"1","1.7858","43.687523","-79.283647","125","123","146","82","168",
"1","1.7882","43.687528","-79.283615","125","123","147","82","167",
"1","1.7906","43.687533","-79.283593","125","123","147","82","166",
"1","1.7928","43.687539","-79.283561","125","123","148","82","167",
"1","1.7951","43.687544","-79.28354","125","123","148","82","168",
"1","1.7973","43.68755","-79.283507","125","123","149","82","169",
"1","1.7996","43.68755","-79.283486","124","123","149","82","168",
"1","1.8017","43.687555","-79.283454","124","123","149","82","168",
"1","1.8036","43.68756","-79.283432","124","123","150","82","170",
"1","1.8054","43.68756","-79.2834","124","123","150","82","173",
"1","1.8075","43.687566","-79.283379","124","123","150","82","175",
"1","1.8097","43.687566","-79.283357","124","123","150","82","176",
"1","1.8119","43.687571","-79.283325","124","123","150","82","178",
"1","1.8141","43.687571","-79.283304","124","123","150","82","179",
"1","1.8163","43.687576","-79.283271","124","122","150","82","179",
"1","1.8183","43.687582","-79.28325","124","122","150","82","180",
"1","1.8203","43.687592","-79.283229","124","122","149","82","180",
"1","1.8223","43.687598","-79.283196","124","122","149","82","181",
"1","1.8244","43.687603","-79.283175","124","122","149","82","182",
"1","1.8267","43.687609","-79.283153","124","122","149","82","183",
"1","1.8288","43.687614","-79.283121","124","122","149","82","184",
"1","1.8308","43.687614","-79.2831","124","122","148","82","183",
"1","1.8329","43.687619","-79.283068","124","122","148","82","182",
"1","1.8352","43.687625","-79.283046","124","122","147","82","181",
"1","1.8376","43.687625","-79.283014","123","122","147","82","182",
"1","1.8399","43.68763","-79.282992","123","122","147","82","183",
"1","1.8422","43.687635","-79.28296","123","122","147","82","182",
"1","1.8446","43.687635","-79.282928","123","122","147","82","181",
"1","1.8469","43.687641","-79.282907","123","122","147","82","181",
"1","1.8492","43.687646","-79.282874","123","122","147","82","180",
"1","1.8516","43.687651","-79.282853","123","122","147","81","179",
"1","1.8542","43.687657","-79.282821","123","122","147","81","180",
"1","1.8568","43.687662","-79.282799","123","122","147","81","180",
"1","1.8594","43.687668","-79.282767","123","122","147","80","181",
"1","1.8619","43.687673","-79.282746","123","122","147","80","181",
"1","1.8644","43.687678","-79.282714","123","122","147","80","180",
"1","1.8663","43.687684","-79.282681","123","122","147","79","180",
"1","1.8682","43.687684","-79.28266","123","122","147","79","181",
"1","1.8702","43.687689","-79.282628","123","122","147","77","180",
"1","1.8722","43.687689","-79.282606","123","122","147","76","179",
"1","1.8743","43.687694","-79.282574","123","122","147","75","178",
"1","1.8762","43.6877","-79.282553","123","122","148","74","176",
